oldname,split,newname,casename
58_Usine_de_Chorzow_Fond_Annexe.pdf,even-english,PCIJ_A_17_ChorzowFactory-Indemnities_DEU_POL_1928-09-13_ANX_01_NA_NA_BI.pdf,Factory at Chorzów (Claim for Indemnity) (Merits)
59_Denonciation_du_traite_sino-belge_Ordonnance_19290525.pdf,odd-english,PCIJ_A_18_SinoBelgianTreaty_BEL_CHN_1929-05-25_ORD_01_DI_00_BI.pdf,"Denunciation of the Treaty of November 2nd, 1865, between China and Belgium"
60_Usine_de_Chorzow_Indemnites_Ordonnance_19290525.pdf,even-english,PCIJ_A_19_ChorzowFactory-Indemnities_DEU_POL_1929-05-25_ORD_01_EX_00_BI.pdf,Factory at Chorzów (Indemnities)
61_Usine_de_Chorzow_Indemnites_Annexe.pdf,even-english,PCIJ_A_19_ChorzowFactory-Indemnities_DEU_POL_1928-12-15_ORD_01_DI_00_BI.pdf,Factory at Chorzów (Indemnities)
62_Emprunts_Serbes_Arret.pdf,odd-english,PCIJ_A_20_SerbianLoans_FRA_YUG_1929-07-12_JUD_01_ME_00_BI.pdf,Payment of Various Serbian Loans Issued in France
62_Emprunts_Serbes_Arret_1.pdf,even-english,PCIJ_A_20_SerbianLoans_FRA_YUG_1929-07-12_JUD_01_ME_01_BI.pdf,Payment of Various Serbian Loans Issued in France
62_Emprunts_Serbes_Arret_2.pdf,even-english,PCIJ_A_20_SerbianLoans_FRA_YUG_1929-07-12_JUD_01_ME_02_BI.pdf,Payment of Various Serbian Loans Issued in France
62_Emprunts_Serbes_Arret_3.pdf,even-english,PCIJ_A_20_SerbianLoans_FRA_YUG_1929-07-12_JUD_01_ME_03_BI.pdf,Payment of Various Serbian Loans Issued in France
63_Emprunts_Serbes_Annexe.pdf,even-english,PCIJ_A_20_SerbianLoans_FRA_YUG_1929-07-12_ANX_01_NA_NA_BI.pdf,Payment of Various Serbian Loans Issued in France
64_Emprunts_Bresiliens_Arret.pdf,even-english,PCIJ_A_21_BrazilianLoans_FRA_BRA_1929-07-12_JUD_01_ME_00_BI.pdf,Payment in Gold of the Brazilian Federal Loans Issued in France
65_Emprunts_Bresiliens_Opinion_Bustamante.pdf,even-english,PCIJ_A_21_BrazilianLoans_FRA_BRA_1929-07-12_JUD_01_ME_01_BI.pdf,Payment in Gold of the Brazilian Federal Loans Issued in France
66_Emprunts_Bresiliens_Opinion_Pessoa.pdf,even-english,PCIJ_A_21_BrazilianLoans_FRA_BRA_1929-07-12_JUD_01_ME_02_BI.pdf,Payment in Gold of the Brazilian Federal Loans Issued in France
67_Emprunts_Bresiliens_Annexe.pdf,even-english,PCIJ_A_21_BrazilianLoans_FRA_BRA_1929-07-12_ANX_01_NA_NA_BI.pdf,Payment in Gold of the Brazilian Federal Loans Issued in France
68_Zones_franches_Haute_Savoie_et_Pays_de_Gex_Ordonnance_19290819.pdf,odd-english,PCIJ_A_22_FreeZonesUpperSavoyGex_FRA_CHE_1929-08-19_ORD_01_EV-SE_00_BI.pdf,Free Zones of Upper Savoy and the District of Gex
69_Zones_franches_Haute_Savoie_et_Pays_de_Gex_Opinion_Nyholm.pdf,even-english,PCIJ_A_22_FreeZonesUpperSavoyGex_FRA_CHE_1929-08-19_ORD_01_EV-SE_01_BI.pdf,Free Zones of Upper Savoy and the District of Gex
70_Zones_franches_Haute_Savoie_et_Pays_de_Gex_Opinion_Negulesco.pdf,even-english,PCIJ_A_22_FreeZonesUpperSavoyGex_FRA_CHE_1929-08-19_ORD_01_EV-SE_02_BI.pdf,Free Zones of Upper Savoy and the District of Gex
72_Zones_franches_Haute_Savoie_et_Pays_de_Gex_Opinion_Dreyfus.pdf,even-english,PCIJ_A_22_FreeZonesUpperSavoyGex_FRA_CHE_1929-08-19_ORD_01_EV-SE_03_BI.pdf,Free Zones of Upper Savoy and the District of Gex
73_Zones_franches_Haute_Savoie_et_Pays_de_Gex_Opinion_Pessoa.pdf,even-english,PCIJ_A_22_FreeZonesUpperSavoyGex_FRA_CHE_1929-08-19_ORD_01_EV-SE_04_BI.pdf,Free Zones of Upper Savoy and the District of Gex
71_Zones_franches_Haute_Savoie_et_Pays_de_Gex_Observations_Huber.pdf,even-english,PCIJ_A_22_FreeZonesUpperSavoyGex_FRA_CHE_1929-08-19_ORD_01_EV-SE_05_BI.pdf,Free Zones of Upper Savoy and the District of Gex
74_Commission_internationale_de_l_Oder_Arret.pdf,odd-english,PCIJ_A_23_OderCommission_GBR-CSK-DNK-FRA-DEU_POL_1929-09-10_JUD_01_ME_00_BI.pdf,Territorial Jurisdiction of the International Commission of the River Oder
75_Commission_internationale_de_l_Oder_Annexe_2_Ordonnance_19290815.pdf,even-english,PCIJ_A_23_OderCommission_GBR-CSK-DNK-FRA-DEU_POL_1929-08-15_ORD_01_EV_00_BI.pdf,Territorial Jurisdiction of the International Commission of the River Oder
76_Commission_internationale_de_l_Oder_Annexe_3.pdf,even-english,PCIJ_A_23_OderCommission_GBR-CSK-DNK-FRA-DEU_POL_1929-08-20_ORD_01_EV_00_BI.pdf,Territorial Jurisdiction of the International Commission of the River Oder
77_Commission_internationale_de_l_Oder_Annexe_4.pdf,even-english,PCIJ_A_23_OderCommission_GBR-CSK-DNK-FRA-DEU_POL_1929-08-15_ORD_02_TL_00_BI.pdf,Territorial Jurisdiction of the International Commission of the River Oder
78_Zones_franches_Haute_Savoie_et_Pays_de_Gex_2e_phase_Ordonnance_19301206.pdf,odd-english,PCIJ_A_24_FreeZonesUpperSavoyGex-SecondPhase_FRA_CHE_1930-12-06_ORD_01_SE_00_BI.pdf,Free Zones of Upper Savoy and the District of Gex (Second Phase)
79_Zones_franches_Haute_Savoie_et_Pays_de_Gex_2e_phase_Opinion_commune.pdf,even-english,PCIJ_A_24_FreeZonesUpperSavoyGex-SecondPhase_FRA_CHE_1930-12-06_ORD_01_SE_01_BI.pdf,Free Zones of Upper Savoy and the District of Gex (Second Phase)
80_Zones_franches_Haute_Savoie_et_Pays_de_Gex_2e_phase_Observations_Kellogg.pdf,even-english,PCIJ_A_24_FreeZonesUpperSavoyGex-SecondPhase_FRA_CHE_1930-12-06_ORD_01_SE_02_BI.pdf,Free Zones of Upper Savoy and the District of Gex (Second Phase)
01_Ecoles_minoritaires_Avis_consultatif.pdf,odd-english,PCIJ_AB_40_GermanMinoritySchools_DEU_POL_1931-05-15_ADV_01_NA_00_BI.pdf,Access to German Minority Schools in Upper Silesia
02_Ecoles_minoritaires_Opinion_Rostworowski.pdf,even-english,PCIJ_AB_40_GermanMinoritySchools_DEU_POL_1931-05-15_ADV_01_NA_01_BI.pdf,Access to German Minority Schools in Upper Silesia
03_Ecoles_minoritaires_Annexe_1.pdf,even-english,PCIJ_AB_40_GermanMinoritySchools_DEU_POL_1931-05-15_ANX_01_NA_NA_BI.pdf,Access to German Minority Schools in Upper Silesia
04_Ecoles_minoritaries_Annexe_2.pdf,even-english,PCIJ_AB_40_GermanMinoritySchools_DEU_POL_1931-05-15_ANX_02_NA_NA_BI.pdf,Access to German Minority Schools in Upper Silesia
01_Regime_douanier_Avis_consultatif.pdf,odd-english,PCIJ_AB_41_CustomsRegime_LNC_NA_1931-09-05_ADV_01_NA_00_BI.pdf,"Customs Regime between Germany and Austria (Protocol of March 19th, 1931)"
02_Regime_douanier_Opinion_Anzilotti.pdf,even-english,PCIJ_AB_41_CustomsRegime_LNC_NA_1931-09-05_ADV_01_NA_01_BI.pdf,"Customs Regime between Germany and Austria (Protocol of March 19th, 1931)"
03_Regime_douanier_Opinion_Adatci.pdf,even-english,PCIJ_AB_41_CustomsRegime_LNC_NA_1931-09-05_ADV_01_NA_02_BI.pdf,"Customs Regime between Germany and Austria (Protocol of March 19th, 1931)"
06_Regime_douanier_Annexe_2.pdf,nosplit,PCIJ_AB_41_CustomsRegime_LNC_NA_1931-09-05_ANX_01_NA_NA_DE.pdf,"Customs Regime between Germany and Austria (Protocol of March 19th, 1931)"
07_Regime_douanier_Annexe_2a.pdf,even-english,PCIJ_AB_41_CustomsRegime_LNC_NA_1931-09-05_ANX_02_NA_NA_BI.pdf,"Customs Regime between Germany and Austria (Protocol of March 19th, 1931)"
08_Regime_douanier_Annexe_3.pdf,even-english,PCIJ_AB_41_CustomsRegime_LNC_NA_1931-09-05_ANX_03_NA_NA_BI.pdf,"Customs Regime between Germany and Austria (Protocol of March 19th, 1931)"
04_Regime_douanier_Ordonnance_19310720.pdf,even-english,PCIJ_AB_41_CustomsRegime_LNC_NA_1931-07-20_ORD_01_AJ_00_BI.pdf,"Customs Regime between Germany and Austria (Protocol of March 19th, 1931)"
05_Regime_douanier_Ordonnance_19310720_Opinion_commune.pdf,even-english,PCIJ_AB_41_CustomsRegime_LNC_NA_1931-07-20_ORD_01_AJ_01_BI.pdf,"Customs Regime between Germany and Austria (Protocol of March 19th, 1931)"
Trafic_ferroviaire_Avis_consultatif.pdf,odd-english,PCIJ_AB_42_RailwayTraffic_LNC_NA_1931-10-15_ADV_01_NA_00_BI.pdf,Railway Traffic between Lithuania and Poland (Railway Sector Landwarów-Kaisiadorys)
01_Navires_de_guerre_Avis_consultatif.pdf,odd-english,PCIJ_AB_43_PolishWarVessels_LNC_NA_1931-12-11_ADV_01_NA_00_BI.pdf,Access to‚ or Anchorage in‚ the port of Danzig‚ of Polish War Vessels
02_Navires_de_guerre_Opinion_Rostworowski.pdf,even-english,PCIJ_AB_43_PolishWarVessels_LNC_NA_1931-12-11_ADV_01_NA_01_BI.pdf,Access to‚ or Anchorage in‚ the port of Danzig‚ of Polish War Vessels
03_Navires_de_guerre_Annexe.pdf,even-english,PCIJ_AB_43_PolishWarVessels_LNC_NA_1931-12-11_ANX_01_NA_NA_BI.pdf,Access to‚ or Anchorage in‚ the port of Danzig‚ of Polish War Vessels
01_Traitement_nationaux_polonais_Avis_consultatif.pdf,odd-english,PCIJ_AB_44_TreatmentPolishNationals_LNC_NA_1932-02-04_ADV_01_NA_00_BI.pdf,Treatment of Polish Nationals and Other Persons of Polish Origin or Speech in the Danzig Territory
02_Traitement_nationaux_polonais_Opinion_commune.pdf,even-english,PCIJ_AB_44_TreatmentPolishNationals_LNC_NA_1932-02-04_ADV_01_NA_01_BI.pdf,Treatment of Polish Nationals and Other Persons of Polish Origin or Speech in the Danzig Territory
03_Traitement_nationaux_polonais_Opinion_Hurst.pdf,even-english,PCIJ_AB_44_TreatmentPolishNationals_LNC_NA_1932-02-04_ADV_01_NA_02_BI.pdf,Treatment of Polish Nationals and Other Persons of Polish Origin or Speech in the Danzig Territory
04_Traitement_nationaux_polonais_Annexe.pdf,even-english,PCIJ_AB_44_TreatmentPolishNationals_LNC_NA_1932-02-04_ANX_01_NA_NA_BI.pdf,Treatment of Polish Nationals and Other Persons of Polish Origin or Speech in the Danzig Territory
01_Accord_Greco-Bulgare_Avis_consultatif.pdf,odd-english,PCIJ_AB_45_GrecoBulgarianAgreement_LNC_NA_1932-03-08_ADV_01_NA_00_BI.pdf,"Interpretation of the Greco-Bulgarian Agreement of December 9th, 1927 (Caphandaris-Molloff Agreement)"
02_Accord_Greco-Bulgare_Annexe.pdf,even-english,PCIJ_AB_45_GrecoBulgarianAgreement_LNC_NA_1932-03-08_ANX_01_NA_NA_BI.pdf,"Interpretation of the Greco-Bulgarian Agreement of December 9th, 1927 (Caphandaris-Molloff Agreement)"
01_Zones_franches_Arret.pdf,odd-english,PCIJ_AB_46_FreeZonesUpperSavoyGex_FRA_CHE_1932-06-07_JUD_01_ME_00_BI.pdf,Free Zones of Upper Savoy and the District of Gex
02_Zones_franches_Opinion_hurst.pdf,even-english,PCIJ_AB_46_FreeZonesUpperSavoyGex_FRA_CHE_1932-06-07_JUD_01_ME_01_BI.pdf,Free Zones of Upper Savoy and the District of Gex
02_Zones_franches_Opinion_Negulesco.pdf,even-english,PCIJ_AB_46_FreeZonesUpperSavoyGex_FRA_CHE_1932-06-07_JUD_01_ME_02_BI.pdf,Free Zones of Upper Savoy and the District of Gex
03_Zones_franches_Opinion_Dreyfus.pdf,even-english,PCIJ_AB_46_FreeZonesUpperSavoyGex_FRA_CHE_1932-06-07_JUD_01_ME_03_BI.pdf,Free Zones of Upper Savoy and the District of Gex
04_Zones_franches_Annexe1.pdf,even-english,PCIJ_AB_46_FreeZonesUpperSavoyGex_FRA_CHE_1931-08-06_ORD_01_TL-DH_00_BI.pdf,Free Zones of Upper Savoy and the District of Gex
05_Zones_franches_Annexe_2.pdf,even-english,PCIJ_AB_46_FreeZonesUpperSavoyGex_FRA_CHE_1932-06-07_ANX_01_NA_NA_BI.pdf,Free Zones of Upper Savoy and the District of Gex
01_Memel_Arret.pdf,even-english,PCIJ_AB_47_InterpretationMemelStatute_GBR-FRA-ITA-JPN_LTU_1932-06-24_JUD_01_PO_00_BI.pdf,Interpretation of the Statute of the Memel Territory (Preliminary Objection)
02_Memel_Opinion_Rolin-Jaequemyns.pdf,even-english,PCIJ_AB_47_InterpretationMemelStatute_GBR-FRA-ITA-JPN_LTU_1932-06-24_JUD_01_PO_01_BI.pdf,Interpretation of the Statute of the Memel Territory (Preliminary Objection)
03_Memel_Ordonnance_19320624.pdf,even-english,PCIJ_AB_47_InterpretationMemelStatute_GBR-FRA-ITA-JPN_LTU_1932-06-24_ORD_01_TL_00_BI.pdf,Interpretation of the Statute of the Memel Territory (Preliminary Objection)
01_Groenland_ordonnance_19320802.pdf,odd-english,PCIJ_AB_48_EasternGreenland_DNK_NOR_1932-08-02_ORD_01_JO-TL_00_BI.pdf,Legal Status of the South-Eastern Territory of Greenland
02_Groenland_ordonnance_19320803.pdf,odd-english,PCIJ_AB_48_EasternGreenland_DNK_NOR_1932-08-03_ORD_01_IM_00_BI.pdf,Legal Status of the South-Eastern Territory of Greenland
01_Memel_Arret.pdf--1,odd-english,PCIJ_AB_49_InterpretationMemelStatute_GBR-FRA-ITA-JPN_LTU_1932-08-11_JUD_01_ME_00_BI.pdf,Interpretation of the Statute of the Memel Territory (Merits)
02_Memel_Opinion_commune.pdf,even-english,PCIJ_AB_49_InterpretationMemelStatute_GBR-FRA-ITA-JPN_LTU_1932-08-11_JUD_01_ME_01_BI.pdf,Interpretation of the Statute of the Memel Territory (Merits)
03_Memel_Opinion_Anzilotti.pdf,even-english,PCIJ_AB_49_InterpretationMemelStatute_GBR-FRA-ITA-JPN_LTU_1932-08-11_JUD_01_ME_02_BI.pdf,Interpretation of the Statute of the Memel Territory (Merits)
04_Memel_Annexe.pdf,even-english,PCIJ_AB_49_InterpretationMemelStatute_GBR-FRA-ITA-JPN_LTU_1932-08-11_ANX_01_NA_NA_BI.pdf,Interpretation of the Statute of the Memel Territory (Merits)
01_Travail_de_nuit_Avis_consultatif.pdf,odd-english,PCIJ_AB_50_WomenNightWork_LNC_NA_1932-11-15_ADV_01_NA_00_BI.pdf,Interpretation of the Convention of 1919 concerning Employment of Women during the Night
02_Travail_de_nuit_Opinion_Anzilotti.pdf,even-english,PCIJ_AB_50_WomenNightWork_LNC_NA_1932-11-15_ADV_01_NA_01_BI.pdf,Interpretation of the Convention of 1919 concerning Employment of Women during the Night
03_Travail_de_nuit_Annexe.pdf,even-english,PCIJ_AB_50_WomenNightWork_LNC_NA_1932-11-15_ANX_01_NA_NA_BI.pdf,Interpretation of the Convention of 1919 concerning Employment of Women during the Night
Castellorizo_Ordonnance_19330126.pdf,odd-english,PCIJ_AB_51_Castellorizo_TUR_ITA_1933-01-26_ORD_01_DI_00_BI.pdf,Delimitation of the Territorial Waters between the Island of Castellorizo and the Coasts of Anatolia
Prince_von_Pless_Ordonnance_19330204.pdf,odd-english,PCIJ_AB_52_PrinceVonPless_DEU_POL_1933-02-04_ORD_01_PO_00_BI.pdf,Administration of the Prince von Pless (Preliminary Objections)
01_Groenland_Oriental_Arret.pdf,odd-english,PCIJ_AB_53_EasternGreenland_DNK_NOR_1933-04-05_JUD_01_ME_00_BI.pdf,Legal Status of Eastern Greenland
02_Groenland_Oriental_Opinion_Anzilotti.pdf,even-english,PCIJ_AB_53_EasternGreenland_DNK_NOR_1933-04-05_JUD_01_ME_01_BI.pdf,Legal Status of Eastern Greenland
03_Groenland_Oriental_Observations_communes.pdf,even-english,PCIJ_AB_53_EasternGreenland_DNK_NOR_1933-04-05_JUD_01_ME_02_BI.pdf,Legal Status of Eastern Greenland
04_Groenland_Oriental_Opinion_Vogt.pdf,even-english,PCIJ_AB_53_EasternGreenland_DNK_NOR_1933-04-05_JUD_01_ME_03_BI.pdf,Legal Status of Eastern Greenland
05_Groenland_Oriental_Annexe.pdf,customsplit,PCIJ_AB_53_EasternGreenland_DNK_NOR_1933-04-05_ANX_01_NA_NA_BI.pdf,Legal Status of Eastern Greenland
Prince_von_Pless_ordonnance_19330511.pdf,odd-english,PCIJ_AB_54_PrinceVonPless_DEU_POL_1933-05-11_ORD_01_IM_00_BI.pdf,Administration of the Prince von Pless (Interim Measures of Protection)
Sud-Est_Groenland_Ordonnance_19330511.pdf,odd-english,PCIJ_AB_55_EasternGreenland_DNK_NOR_1933-05-11_ORD_01_DI_00_BI.pdf,Legal Status of the South-Eastern Territory of Greenland
Tribunal_Arbitral_Mixte_Ordonnance_19330512.pdf,odd-english,PCIJ_AB_56_HungaroCzechoslovakMixedTribunal_CSK_HUN_1933-05-12_ORD_01_DI_00_BI.pdf,Appeals from Certain Judgments of the Hungaro-Czechoslovak Mixed Arbitral Tribunal
Prince_von_Pless_Ordonnance_19330704.pdf,odd-english,PCIJ_AB_57_PrinceVonPless_DEU_POL_1933-07-04_ORD_01_PR_00_BI.pdf,Administration of the Prince von Pless (Prorogation)
01_Reforme_agraire_polonaise_Ordonnance_19330729.pdf,odd-english,PCIJ_AB_58_PolishAgrarianReform_DEU_POL_1933-07-29_ORD_01_IM_00_BI.pdf,Polish Agrarian Reform and the German Minority (Interim Measures of Protection)
02_Reforme_agraire_polonaise_Ordonnance_19330729_Opinion_Baron.pdf,even-english,PCIJ_AB_58_PolishAgrarianReform_DEU_POL_1933-07-29_ORD_01_IM_01_BI.pdf,Polish Agrarian Reform and the German Minority (Interim Measures of Protection)
02_Reforme_agraire_polonaise_Ordonnance_19330729_Opinion_Anzilotti.pdf,even-english,PCIJ_AB_58_PolishAgrarianReform_DEU_POL_1933-07-29_ORD_01_IM_02_BI.pdf,Polish Agrarian Reform and the German Minority (Interim Measures of Protection)
03_Reforme_agraire_polonaise_Ordonnance_19330729_Opinion_commune.pdf,even-english,PCIJ_AB_58_PolishAgrarianReform_DEU_POL_1933-07-29_ORD_01_IM_03_BI.pdf,Polish Agrarian Reform and the German Minority (Interim Measures of Protection)
04_Reforme_agraire_polonaise_Ordonnance_19330729_Annexe.pdf,even-english,PCIJ_AB_58_PolishAgrarianReform_DEU_POL_1933-07-29_ANX_01_NA_NA_BI.pdf,Polish Agrarian Reform and the German Minority (Interim Measures of Protection)
Prince_von_Pless_Ordonnance_19331202.pdf,odd-english,PCIJ_AB_59_PrinceVonPless_DEU_POL_1933-12-02_ORD_01_DI_00_BI.pdf,Administration of the Prince von Pless (Discontinuance)
Reforme_agraire_polonaise_Ordonnance_19331202.pdf,odd-english,PCIJ_AB_60_PolishAgrarianReform_DEU_POL_1933-12-02_ORD_01_DI_00_BI.pdf,Polish Agrarian Reform and the German Minority (Discontinuance)
01_Pazmani_Arret.pdf,odd-english,PCIJ_AB_61_Pazmany_CSK_HUN_1933-12-15_JUD_01_ME_00_BI.pdf,Appeal from a Judgment of the Hungaro-Czecoslovak Mixed Arbitral Tribunal (The Peter Pázmány University v. The State of Czechoslovakia)
02_Pazmani_Opinion_Hermann-Otavsky.pdf,even-english,PCIJ_AB_61_Pazmany_CSK_HUN_1933-12-15_JUD_01_ME_01_BI.pdf,Appeal from a Judgment of the Hungaro-Czecoslovak Mixed Arbitral Tribunal (The Peter Pázmány University v. The State of Czechoslovakia)
03_Pazmani_Annexe.pdf,even-english,PCIJ_AB_61_Pazmany_CSK_HUN_1933-12-15_ANX_01_NA_NA_BI.pdf,Appeal from a Judgment of the Hungaro-Czecoslovak Mixed Arbitral Tribunal (The Peter Pázmány University v. The State of Czechoslovakia)
01_Affaire_des_phares_Arret.pdf,odd-english,PCIJ_AB_62_Lighthouses_FRA_GRC_1934-03-17_JUD_01_ME_00_BI.pdf,Lighthouses Case between France and Greece
02_Affaire_des_phares_Opinion_Anzilotti.pdf,even-english,PCIJ_AB_62_Lighthouses_FRA_GRC_1934-03-17_JUD_01_ME_01_BI.pdf,Lighthouses Case between France and Greece
03_Affaire_des_phares_Opinion_Seferiades.pdf,even-english,PCIJ_AB_62_Lighthouses_FRA_GRC_1934-03-17_JUD_01_ME_02_BI.pdf,Lighthouses Case between France and Greece
04_Affaire_des_phares_Annexe.pdf,even-english,PCIJ_AB_62_Lighthouses_FRA_GRC_1934-03-17_ANX_01_NA_NA_BI.pdf,Lighthouses Case between France and Greece
01_Oscar_Chinn_Arret.pdf,odd-english,PCIJ_AB_63_OscarChinn_GBR_BEL_1934-12-12_JUD_01_ME_00_BI.pdf,Oscar Chinn
02_Oscar_Chinn_Opinion_Altamira.pdf,even-english,PCIJ_AB_63_OscarChinn_GBR_BEL_1934-12-12_JUD_01_ME_01_BI.pdf,Oscar Chinn
03_Oscar_Chinn_Opinion_Anzilotti.pdf,even-english,PCIJ_AB_63_OscarChinn_GBR_BEL_1934-12-12_JUD_01_ME_02_BI.pdf,Oscar Chinn
04_Oscar_Chinn_Opinion_Hurst.pdf,even-english,PCIJ_AB_63_OscarChinn_GBR_BEL_1934-12-12_JUD_01_ME_03_BI.pdf,Oscar Chinn
05_Oscar_Chinn_Opinion_Eysinga.pdf,even-english,PCIJ_AB_63_OscarChinn_GBR_BEL_1934-12-12_JUD_01_ME_04_BI.pdf,Oscar Chinn
06_Oscar_Chinn_Opinion_Schucking.pdf,even-english,PCIJ_AB_63_OscarChinn_GBR_BEL_1934-12-12_JUD_01_ME_05_BI.pdf,Oscar Chinn
07_Oscar_Chinn_Annexe.pdf,even-english,PCIJ_AB_63_OscarChinn_GBR_BEL_1934-12-12_ANX_01_NA_NA_BI.pdf,Oscar Chinn
01_Ecoles_minoritaires_Avis_consultatif.pdf--1,odd-english,PCIJ_AB_64_MinoritySchoolsAlbania_LNC_NA_1935-04-06_ADV_01_NA_00_BI.pdf,Minority Schools in Albania
02_Ecoles_minoritaires_Opinion_Hurst.pdf,even-english,PCIJ_AB_64_MinoritySchoolsAlbania_LNC_NA_1935-04-06_ADV_01_NA_01_BI.pdf,Minority Schools in Albania
03_Ecoles_minoritaires_Annexe.pdf,even-english,PCIJ_AB_64_MinoritySchoolsAlbania_LNC_NA_1935-04-06_ANX_01_NA_NA_BI.pdf,Minority Schools in Albania
01_Decrets-lois_dantzikois_Avis_consultatif.pdf,odd-english,PCIJ_AB_65_DanzigLegislativeDecrees_LNC_NA_1935-12-04_ADV_01_NA_00_BI.pdf,Consistency of Certain Danzig Legislative Decrees with the Constitution of the Free City
02_Decrets-lois_dantzikois_Opinion_Anzilotti.pdf,even-english,PCIJ_AB_65_DanzigLegislativeDecrees_LNC_NA_1935-12-04_ADV_01_NA_01_BI.pdf,Consistency of Certain Danzig Legislative Decrees with the Constitution of the Free City
03_Decrets-lois_dantzikois_Declaration_Ros.pdf,even-english,PCIJ_AB_65_DanzigLegislativeDecrees_LNC_NA_1935-12-04_ADV_01_NA_02_BI.pdf,Consistency of Certain Danzig Legislative Decrees with the Constitution of the Free City
03_Decrets-lois_dantzikois_Opinion_Nagaoka.pdf,even-english,PCIJ_AB_65_DanzigLegislativeDecrees_LNC_NA_1935-12-04_ADV_01_NA_03_BI.pdf,Consistency of Certain Danzig Legislative Decrees with the Constitution of the Free City
04_Decrets-lois_dantzikois_Ordonnance.pdf,even-english,PCIJ_AB_65_DanzigLegislativeDecrees_LNC_NA_1935-10-31_ORD_01_AJ_00_BI.pdf,Consistency of Certain Danzig Legislative Decrees with the Constitution of the Free City
04_Decrets-lois_dantzikois_Annexe.pdf,even-english,PCIJ_AB_65_DanzigLegislativeDecrees_LNC_NA_1935-12-04_ANX_01_NA_NA_BI.pdf,Consistency of Certain Danzig Legislative Decrees with the Constitution of the Free City
Pajzs_Ordonnance_19360523.pdf,odd-english,PCIJ_AB_66_PajzsCsakyEsterhazy_HUN_YUG_1936-05-23_ORD_01_PO_00_BI.pdf,Pajzs‚ Czáky‚ Esterházy (Preliminary Objection)
Losinger_Ordonnance_19360627.pdf,odd-english,PCIJ_AB_67_Losinger_CHE_YUG_1936-06-27_ORD_01_PO_00_BI.pdf,Losinger & Co Case (Preliminary Objection)
01_Affaire_Pajzs_Arret.pdf,odd-english,PCIJ_AB_68_PajzsCsakyEsterhazy_HUN_YUG_1936-12-16_JUD_01_ME_00_BI.pdf,Pajzs‚ Czáky‚ Esterházy (Merits)
02_Affaire_Pajzs_Opinion_Anzilotti.pdf,even-english,PCIJ_AB_68_PajzsCsakyEsterhazy_HUN_YUG_1936-12-16_JUD_01_ME_01_BI.pdf,Pajzs‚ Czáky‚ Esterházy (Merits)
03_Affaire_Pajzs_Opinion_Nagaoka.pdf,even-english,PCIJ_AB_68_PajzsCsakyEsterhazy_HUN_YUG_1936-12-16_JUD_01_ME_02_BI.pdf,Pajzs‚ Czáky‚ Esterházy (Merits)
04_Affaire_Pajzs_Opinion_Hudson.pdf,even-english,PCIJ_AB_68_PajzsCsakyEsterhazy_HUN_YUG_1936-12-16_JUD_01_ME_03_BI.pdf,Pajzs‚ Czáky‚ Esterházy (Merits)
05_Affaire_Pajzs_Opinion_Hammarskjold.pdf,even-english,PCIJ_AB_68_PajzsCsakyEsterhazy_HUN_YUG_1936-12-16_JUD_01_ME_04_BI.pdf,Pajzs‚ Czáky‚ Esterházy (Merits)
06_Affaire_Pajzs_Opinion_Tomcsanyi.pdf,even-english,PCIJ_AB_68_PajzsCsakyEsterhazy_HUN_YUG_1936-12-16_JUD_01_ME_05_BI.pdf,Pajzs‚ Czáky‚ Esterházy (Merits)
07_Affaire_Pajzs_Annexe.pdf,even-english,PCIJ_AB_68_PajzsCsakyEsterhazy_HUN_YUG_1936-12-16_ANX_01_NA_NA_BI.pdf,Pajzs‚ Czáky‚ Esterházy (Merits)
Affaire_Losinger_ordonnance_19361214.pdf,odd-english,PCIJ_AB_69_Losinger_CHE_YUG_1936-12-14_ORD_01_DI_00_BI.pdf,Losinger & Co Case (Discontinuance)
01_Meuse_Arret.pdf,odd-english,PCIJ_AB_70_Meuse_NLD_BEL_1937-06-28_JUD_01_ME_00_BI.pdf,Diversion of Water from the Meuse
02_Meuse_Opinion_Hurst.pdf,even-english,PCIJ_AB_70_Meuse_NLD_BEL_1937-06-28_JUD_01_ME_01_BI.pdf,Diversion of Water from the Meuse
03_Meuse_Opinion_Altamira.pdf,even-english,PCIJ_AB_70_Meuse_NLD_BEL_1937-06-28_JUD_01_ME_02_BI.pdf,Diversion of Water from the Meuse
04_Meuse_Opinion_Anzilotti.pdf,even-english,PCIJ_AB_70_Meuse_NLD_BEL_1937-06-28_JUD_01_ME_03_BI.pdf,Diversion of Water from the Meuse
05_Meuse_Opinion_Eysinga.pdf,even-english,PCIJ_AB_70_Meuse_NLD_BEL_1937-06-28_JUD_01_ME_04_BI.pdf,Diversion of Water from the Meuse
06_Meuse_Opinion_Hudson.pdf,even-english,PCIJ_AB_70_Meuse_NLD_BEL_1937-06-28_JUD_01_ME_05_BI.pdf,Diversion of Water from the Meuse
07_Meuse_Annexe_I.pdf,nosplit,PCIJ_AB_70_Meuse_NLD_BEL_1937-06-28_ANX_01_NA_NA_FR.pdf,Diversion of Water from the Meuse
08_Meuse_Annexe_II.pdf,even-english,PCIJ_AB_70_Meuse_NLD_BEL_1937-06-28_ANX_02_NA_NA_BI.pdf,Diversion of Water from the Meuse
